Data Provider,Short Name,Version,Entry Title,Processing Level,Platforms,Start Time,End Time
ASF,STS-59_SLC,1,STS-59_SLC,,STS-59,1994-04-09T00:00:00.000Z,1994-04-22T00:00:00.000Z
ASF,STS-68_GRD,1,STS-68_GRD,,STS-68,1994-09-30T00:00:00.000Z,1994-10-12T00:00:00.000Z
ASF,STS-68_META_GRD,1,STS-68_METADATA_GRD,,STS-68,1994-09-30T00:00:00.000Z,1994-10-12T00:00:00.000Z
ASF,STS-68_META_SLC,1,STS-68_METADATA_SLC,,STS-68,1994-09-30T00:00:00.000Z,1994-10-12T00:00:00.000Z
ASF,STS-68_SLC,1,STS-68_SLC,,STS-68,1994-09-30T00:00:00.000Z,1994-10-12T00:00:00.000Z
NSIDCV0,NSIDC-0765,1,"Two-dimensional Velocities of Ice Mélange from Jakobshavn Isbræ, Greenland, Version 1",,GROUND-BASED OBSERVATIONS,2012-08-01T00:00:00.000Z,2012-08-09T23:59:59.999Z
ASF,UAVSAR_INSAR_AMP,1,UAVSAR_INSAR_AMPLITUDE,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_AMP_GRD,1,UAVSAR_INSAR_AMPLITUDE_GRD,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_DEM,1,UAVSAR_INSAR_DEM,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_INT,1,UAVSAR_INSAR_INTERFEROGRAM,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_INT_GRD,1,UAVSAR_INSAR_INTERFEROGRAM_GRD,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_KMZ,1,UAVSAR_INSAR_KMZ,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_INSAR_META,1,UAVSAR_INSAR_METADATA,1,G-III,2008-04-28T21:10:16.000Z,
ASF,UAVSAR_POL_DEM,1,UAVSAR_POLSAR_DEM,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_INC,1,UAVSAR_POLSAR_INCIDENCE,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_KMZ,1,UAVSAR_POLSAR_KMZ,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_META,1,UAVSAR_POLSAR_METADATA,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_ML_CMPLX_GRD,1,UAVSAR_POLSAR_ML_COMPLEX_GRD,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_ML_CMPLX_GRD_3X3,1,UAVSAR_POLSAR_ML_COMPLEX_GRD_3X3,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_ML_CMPLX_GRD_5X5,1,UAVSAR_POLSAR_ML_COMPLEX_GRD_5X5,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_ML_CMPLX_SLANT,1,UAVSAR_POLSAR_ML_COMPLEX_SLANT,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_PAULI,1,UAVSAR_POLSAR_PAULI,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_SLOPE,1,UAVSAR_POLSAR_SLOPE,1,G-III,2008-07-24T21:06:27.000Z,
ASF,UAVSAR_POL_STOKES,1,UAVSAR_POLSAR_STOKES,1,G-III,2008-07-24T21:06:27.000Z,
